ticket_id,customer_id,product_purchased,ticket_status,ticket_priority,plan_type,customer_satisfaction_rating,sessions_baseline,sessions_recent,sessions_change,decline20
4593,CUST01091,Confluence,Closed,High,Standard,5.0,13.0,12.5,-0.038461538461538436,False
4594,CUST07547,Trello,Closed,Low,Standard,5.0,8.5,13.0,0.5294117647058822,False
4595,CUST04377,Jira,Open,Low,Standard,,15.0,9.0,-0.4,True
4596,CUST00512,Confluence,Closed,Critical,Standard,5.0,8.0,9.0,0.125,False
4597,CUST06362,Confluence,Open,Critical,Standard,,19.0,13.5,-0.2894736842105263,True
4598,CUST00875,Bitbucket,Pending Customer Response,Critical,Premium,,35.0,38.5,0.10000000000000009,False
4599,CUST06064,Jira,Open,High,Standard,,25.0,27.0,0.08000000000000007,False
4600,CUST07861,Loom,Pending Customer Response,Critical,Standard,,11.0,14.5,0.3181818181818181,False
4601,CUST03211,Trello,Closed,High,Standard,5.0,23.0,24.0,0.04347826086956519,False
4602,CUST00198,Jira,Closed,Low,Standard,3.0,11.0,14.5,0.3181818181818181,False
4603,CUST03174,Jira,Closed,Medium,Premium,5.0,10.5,7.5,-0.2857142857142857,True
4604,CUST04796,Jira,Pending Customer Response,Low,Premium,,35.0,27.5,-0.2142857142857143,True
4605,CUST05939,Trello,Open,Critical,Standard,,16.0,13.0,-0.1875,False
4606,CUST07502,Trello,Open,Low,Standard,,24.0,22.0,-0.08333333333333337,False
4607,CUST06073,Jira,Closed,High,Premium,1.0,17.5,14.5,-0.17142857142857137,False
4608,CUST07186,Confluence,Pending Customer Response,Medium,Standard,,15.5,12.5,-0.19354838709677424,False
4609,CUST07156,Trello,Pending Customer Response,High,Standard,,15.0,19.0,0.2666666666666666,False
4610,CUST07219,Trello,Pending Customer Response,Medium,Standard,,15.5,12.5,-0.19354838709677424,False
4611,CUST03169,Loom,Pending Customer Response,High,Premium,,16.5,21.5,0.303030303030303,False
4612,CUST05354,Jira,Closed,Low,Free,4.0,11.0,12.0,0.09090909090909083,False
4613,CUST05260,Confluence,Open,Low,Standard,,23.0,19.0,-0.17391304347826086,False
4614,CUST02383,Trello,Pending Customer Response,High,Standard,,19.0,26.0,0.368421052631579,False
4615,CUST08305,Loom,Closed,Medium,Free,1.0,10.0,6.0,-0.4,True
4616,CUST05867,Jira,Closed,Low,Free,3.0,4.0,1.0,-0.75,True
4617,CUST00534,Confluence,Closed,Medium,Enterprise,3.0,12.5,13.0,0.040000000000000036,False
4618,CUST03986,Jira,Pending Customer Response,Medium,Premium,,40.5,41.5,0.024691358024691468,False
4619,CUST00606,Confluence,Open,Critical,Standard,,17.5,16.0,-0.08571428571428574,False
4620,CUST02175,Loom,Closed,Low,Enterprise,5.0,21.0,20.0,-0.04761904761904767,False
4621,CUST02927,Confluence,Closed,High,Standard,2.0,16.5,18.0,0.09090909090909083,False
4622,CUST02833,Confluence,Closed,High,Standard,3.0,9.5,14.0,0.4736842105263157,False
4623,CUST01805,Trello,Pending Customer Response,High,Free,,19.0,20.5,0.07894736842105265,False
4624,CUST07788,Trello,Pending Customer Response,High,Standard,,31.5,23.5,-0.25396825396825395,True
4625,CUST05066,Confluence,Open,Medium,Premium,,16.0,13.0,-0.1875,False
4626,CUST03781,Confluence,Pending Customer Response,Medium,Enterprise,,20.0,21.0,0.050000000000000044,False
4627,CUST04588,Bitbucket,Open,High,Standard,,19.0,23.5,0.23684210526315796,False
4628,CUST01701,Loom,Closed,Medium,Enterprise,4.0,20.0,14.5,-0.275,True
4629,CUST03884,Bitbucket,Pending Customer Response,High,Enterprise,,25.0,20.0,-0.19999999999999996,False
4630,CUST04043,Bitbucket,Pending Customer Response,Critical,Free,,14.5,11.5,-0.2068965517241379,True
4631,CUST05511,Trello,Open,High,Standard,,19.5,19.0,-0.02564102564102566,False
4632,CUST04651,Trello,Pending Customer Response,Medium,Premium,,31.5,26.0,-0.17460317460317465,False
4633,CUST03158,Trello,Closed,Medium,Enterprise,4.0,16.5,16.0,-0.030303030303030276,False
4634,CUST07701,Trello,Pending Customer Response,High,Premium,,21.5,16.0,-0.2558139534883721,True
4635,CUST02993,Trello,Closed,Low,Premium,5.0,34.5,33.5,-0.02898550724637683,False
4636,CUST05862,Jira,Pending Customer Response,Medium,Enterprise,,23.5,25.5,0.0851063829787233,False
4637,CUST05997,Jira,Open,Medium,Standard,,33.0,34.5,0.045454545454545414,False
4638,CUST04760,Trello,Open,Low,Premium,,34.5,36.0,0.04347826086956519,False
4639,CUST01914,Loom,Pending Customer Response,High,Free,,13.5,11.0,-0.18518518518518523,False
4640,CUST00902,Jira,Open,Medium,Free,,13.0,12.5,-0.038461538461538436,False
4641,CUST08182,Trello,Open,High,Standard,,31.5,30.5,-0.031746031746031744,False
4642,CUST03769,Confluence,Open,Low,Premium,,33.0,35.0,0.06060606060606055,False
4643,CUST02218,Confluence,Closed,Low,Premium,3.0,17.5,18.0,0.02857142857142847,False
4644,CUST06976,Jira,Pending Customer Response,Critical,Premium,,20.0,18.5,-0.07499999999999996,False
4645,CUST04032,Loom,Open,High,Free,,3.0,6.5,1.1666666666666665,False
4646,CUST03571,Bitbucket,Open,Medium,Premium,,16.5,18.5,0.1212121212121211,False
4647,CUST05925,Jira,Pending Customer Response,High,Premium,,33.5,32.5,-0.02985074626865669,False
4648,CUST06056,Bitbucket,Open,Critical,Standard,,16.5,15.5,-0.06060606060606055,False
4649,CUST06616,Confluence,Open,Critical,Standard,,21.0,18.5,-0.11904761904761907,False
4650,CUST05973,Confluence,Closed,Low,Standard,5.0,17.5,19.0,0.08571428571428563,False
4651,CUST01468,Trello,Pending Customer Response,Low,Premium,,13.5,11.5,-0.14814814814814814,False
4652,CUST06112,Jira,Open,Medium,Standard,,12.5,17.5,0.3999999999999999,False
4653,CUST01753,Loom,Closed,High,Enterprise,2.0,26.0,28.5,0.09615384615384626,False
4654,CUST05037,Jira,Open,High,Enterprise,,23.5,24.5,0.042553191489361764,False
4655,CUST04155,Trello,Open,Critical,Enterprise,,21.5,21.0,-0.023255813953488413,False
4656,CUST01800,Trello,Closed,Medium,Free,3.0,6.0,10.0,0.6666666666666667,False
4657,CUST03919,Trello,Open,Medium,Standard,,8.5,9.0,0.05882352941176472,False
4658,CUST07630,Loom,Open,Critical,Enterprise,,14.0,12.0,-0.1428571428571429,False
4659,CUST03908,Trello,Open,Low,Standard,,11.5,11.5,0.0,False
4660,CUST01331,Loom,Pending Customer Response,Low,Free,,5.0,11.0,1.2000000000000002,False
4661,CUST00500,Bitbucket,Pending Customer Response,High,Enterprise,,15.5,12.5,-0.19354838709677424,False
4662,CUST01917,Loom,Open,High,Free,,5.0,9.5,0.8999999999999999,False
4663,CUST06570,Loom,Open,High,Premium,,3.0,6.0,1.0,False
4664,CUST07945,Bitbucket,Closed,Critical,Premium,5.0,21.0,23.5,0.11904761904761907,False
4665,CUST01263,Bitbucket,Closed,Low,Premium,1.0,19.5,16.5,-0.15384615384615385,False
4666,CUST04626,Confluence,Closed,High,Premium,5.0,8.5,11.5,0.3529411764705883,False
4667,CUST03996,Loom,Pending Customer Response,Medium,Standard,,8.5,12.0,0.41176470588235303,False
4668,CUST01629,Confluence,Pending Customer Response,Critical,Enterprise,,8.5,8.0,-0.05882352941176472,False
4669,CUST07266,Confluence,Open,High,Standard,,18.5,17.0,-0.08108108108108103,False
4670,CUST05822,Jira,Closed,Critical,Premium,4.0,13.0,8.5,-0.34615384615384615,True
4671,CUST03279,Trello,Open,Low,Enterprise,,38.0,34.0,-0.10526315789473684,False
4672,CUST07611,Trello,Open,Critical,Enterprise,,22.0,21.5,-0.022727272727272707,False
4673,CUST05090,Confluence,Pending Customer Response,Medium,Standard,,14.5,18.0,0.24137931034482762,False
4674,CUST02806,Jira,Open,Medium,Premium,,24.5,20.5,-0.16326530612244894,False
4675,CUST04322,Bitbucket,Closed,Medium,Standard,2.0,19.0,18.0,-0.052631578947368474,False
4676,CUST04003,Jira,Closed,Critical,Standard,4.0,12.5,14.5,0.15999999999999992,False
4677,CUST04621,Bitbucket,Closed,Medium,Free,5.0,8.0,12.0,0.5,False
4678,CUST01390,Loom,Open,High,Standard,,17.0,12.0,-0.2941176470588235,True
4679,CUST05755,Jira,Open,Critical,Premium,,6.5,13.0,1.0,False
4680,CUST02977,Loom,Pending Customer Response,High,Premium,,14.5,12.5,-0.13793103448275867,False
4681,CUST00873,Jira,Pending Customer Response,High,Premium,,13.0,16.0,0.23076923076923084,False
4682,CUST01021,Loom,Pending Customer Response,High,Free,,12.5,12.0,-0.040000000000000036,False
4683,CUST06916,Bitbucket,Pending Customer Response,Low,Premium,,27.0,27.0,0.0,False
4684,CUST04445,Bitbucket,Pending Customer Response,Low,Standard,,20.0,16.5,-0.17500000000000004,False
4685,CUST02412,Bitbucket,Open,Medium,Premium,,39.0,39.0,0.0,False
4686,CUST05011,Trello,Closed,High,Premium,3.0,19.5,17.0,-0.1282051282051282,False
4687,CUST01631,Confluence,Open,Low,Premium,,26.5,26.5,0.0,False
4688,CUST00626,Confluence,Open,Medium,Standard,,19.0,17.5,-0.07894736842105265,False
4689,CUST03538,Loom,Closed,High,Enterprise,1.0,14.5,10.5,-0.27586206896551724,True
4690,CUST03296,Trello,Closed,Critical,Premium,1.0,22.5,22.5,0.0,False
4691,CUST03350,Confluence,Open,Medium,Premium,,13.5,10.5,-0.2222222222222222,True
4692,CUST02732,Jira,Pending Customer Response,High,Premium,,20.0,26.5,0.32499999999999996,False
4693,CUST02547,Jira,Closed,Critical,Free,3.0,10.5,10.5,0.0,False
4694,CUST00293,Bitbucket,Pending Customer Response,Low,Standard,,11.5,10.5,-0.08695652173913049,False
4695,CUST04110,Confluence,Open,High,Premium,,17.5,13.0,-0.2571428571428571,True
4696,CUST01081,Loom,Closed,Low,Premium,3.0,7.0,5.5,-0.2142857142857143,True
4697,CUST05838,Trello,Closed,Medium,Free,5.0,10.0,16.0,0.6000000000000001,False
4698,CUST04166,Trello,Open,Medium,Standard,,7.0,8.5,0.2142857142857142,False
4699,CUST02549,Loom,Open,Medium,Enterprise,,4.0,9.0,1.25,False
4700,CUST06508,Confluence,Pending Customer Response,Medium,Standard,,16.5,18.0,0.09090909090909083,False
4701,CUST04469,Jira,Closed,Critical,Premium,3.0,27.0,23.0,-0.14814814814814814,False
4702,CUST04617,Jira,Closed,High,Premium,3.0,11.0,11.0,0.0,False
4703,CUST01623,Loom,Open,Low,Premium,,14.5,13.5,-0.06896551724137934,False
4704,CUST07934,Loom,Closed,High,Enterprise,1.0,14.0,11.5,-0.1785714285714286,False
4705,CUST01276,Jira,Closed,Low,Standard,3.0,23.5,18.0,-0.23404255319148937,True
4706,CUST03500,Bitbucket,Closed,High,Standard,5.0,20.5,16.5,-0.19512195121951215,False
4707,CUST04441,Jira,Pending Customer Response,High,Standard,,10.5,13.0,0.23809523809523814,False
4708,CUST02197,Jira,Open,Low,Free,,16.0,16.5,0.03125,False
4709,CUST06158,Jira,Closed,Medium,Standard,1.0,19.0,20.0,0.05263157894736836,False
4710,CUST00473,Loom,Pending Customer Response,Medium,Standard,,11.5,10.0,-0.13043478260869568,False
4711,CUST00829,Trello,Closed,Low,Standard,3.0,11.5,9.0,-0.21739130434782605,True
4712,CUST03177,Trello,Closed,Critical,Standard,1.0,18.5,15.0,-0.18918918918918914,False
4713,CUST07513,Trello,Pending Customer Response,Low,Free,,3.5,1.0,-0.7142857142857143,True
4714,CUST01485,Loom,Open,High,Standard,,12.0,11.0,-0.08333333333333337,False
4715,CUST04035,Loom,Closed,High,Free,5.0,3.0,4.0,0.33333333333333326,False
4716,CUST07173,Confluence,Open,Low,Premium,,12.0,10.5,-0.125,False
4717,CUST00775,Confluence,Open,Low,Premium,,33.0,38.0,0.1515151515151516,False
4718,CUST01365,Loom,Closed,Critical,Standard,5.0,12.0,10.5,-0.125,False
4719,CUST07931,Jira,Pending Customer Response,Medium,Standard,,20.0,16.0,-0.19999999999999996,False
4720,CUST07419,Jira,Open,High,Enterprise,,17.0,20.5,0.2058823529411764,False
4721,CUST00248,Jira,Open,Critical,Standard,,10.5,17.5,0.6666666666666667,False
4722,CUST06554,Confluence,Closed,High,Premium,2.0,26.5,23.5,-0.1132075471698113,False
4723,CUST07666,Confluence,Open,High,Premium,,27.5,28.5,0.036363636363636376,False
4724,CUST05126,Bitbucket,Open,Low,Premium,,21.5,22.5,0.04651162790697683,False
4725,CUST00324,Jira,Closed,Critical,Enterprise,1.0,28.0,28.0,0.0,False
4726,CUST05870,Trello,Open,Critical,Standard,,14.5,13.0,-0.10344827586206895,False
4727,CUST02209,Trello,Open,Medium,Premium,,22.5,15.5,-0.3111111111111111,True
4728,CUST02705,Loom,Pending Customer Response,Medium,Free,,11.0,7.5,-0.31818181818181823,True
4729,CUST06650,Confluence,Open,High,Premium,,9.5,10.0,0.05263157894736836,False
4730,CUST01052,Confluence,Closed,Low,Free,4.0,8.5,6.5,-0.23529411764705888,True
4731,CUST05393,Confluence,Pending Customer Response,Critical,Premium,,12.0,12.0,0.0,False
4732,CUST08235,Confluence,Pending Customer Response,Medium,Standard,,19.0,14.0,-0.26315789473684215,True
4733,CUST06416,Loom,Open,Low,Premium,,21.5,24.0,0.11627906976744184,False
4734,CUST00636,Trello,Closed,High,Enterprise,5.0,22.5,24.0,0.06666666666666665,False
4735,CUST07707,Jira,Open,Low,Free,,8.0,10.0,0.25,False
4736,CUST04143,Loom,Closed,Critical,Free,3.0,15.0,14.5,-0.033333333333333326,False
4737,CUST00895,Trello,Open,Medium,Premium,,16.5,28.0,0.696969696969697,False
4738,CUST00337,Bitbucket,Closed,Medium,Premium,2.0,23.5,21.5,-0.08510638297872342,False
4739,CUST03099,Trello,Pending Customer Response,Medium,Standard,,16.0,19.5,0.21875,False
4740,CUST06968,Jira,Open,High,Premium,,19.5,21.5,0.10256410256410264,False
4741,CUST07095,Jira,Open,High,Enterprise,,23.0,25.0,0.08695652173913038,False
4742,CUST05702,Jira,Open,Critical,Standard,,32.0,33.5,0.046875,False
4743,CUST02018,Trello,Open,Critical,Standard,,13.0,13.5,0.03846153846153855,False
4744,CUST05853,Confluence,Closed,High,Premium,2.0,26.0,24.0,-0.07692307692307687,False
4745,CUST00090,Loom,Open,High,Standard,,14.5,14.5,0.0,False
4746,CUST03247,Bitbucket,Closed,Low,Premium,1.0,20.0,16.5,-0.17500000000000004,False
4747,CUST04973,Trello,Closed,High,Standard,2.0,25.5,20.5,-0.196078431372549,False
4748,CUST01403,Trello,Open,Medium,Premium,,29.5,30.5,0.03389830508474567,False
4749,CUST01931,Bitbucket,Closed,Critical,Standard,1.0,46.0,41.5,-0.09782608695652173,False
4750,CUST03583,Bitbucket,Open,High,Premium,,23.5,21.0,-0.1063829787234043,False
4751,CUST01929,Trello,Open,Medium,Enterprise,,6.5,10.0,0.5384615384615385,False
4752,CUST04510,Jira,Pending Customer Response,Medium,Premium,,16.5,16.0,-0.030303030303030276,False
4753,CUST05177,Confluence,Closed,Low,Premium,4.0,14.0,13.0,-0.0714285714285714,False
4754,CUST00147,Bitbucket,Pending Customer Response,High,Premium,,24.5,24.5,0.0,False
4755,CUST05118,Loom,Pending Customer Response,High,Premium,,13.0,15.0,0.15384615384615374,False
4756,CUST06963,Jira,Pending Customer Response,Medium,Premium,,32.0,29.5,-0.078125,False
4757,CUST02539,Confluence,Open,Low,Standard,,11.0,10.5,-0.045454545454545414,False
4758,CUST01642,Jira,Open,Critical,Enterprise,,27.5,27.0,-0.018181818181818188,False
4759,CUST07661,Jira,Open,Low,Enterprise,,18.0,17.0,-0.05555555555555558,False
4760,CUST04912,Loom,Pending Customer Response,Low,Free,,7.5,7.0,-0.06666666666666665,False
4761,CUST06302,Bitbucket,Pending Customer Response,High,Standard,,21.5,25.0,0.16279069767441867,False
4762,CUST05171,Trello,Pending Customer Response,Medium,Standard,,13.0,14.5,0.11538461538461542,False
4763,CUST04969,Jira,Open,Critical,Standard,,10.5,10.5,0.0,False
4764,CUST00959,Bitbucket,Open,Low,Enterprise,,9.5,15.0,0.5789473684210527,False
4765,CUST01899,Loom,Pending Customer Response,Low,Standard,,10.0,11.5,0.1499999999999999,False
4766,CUST06961,Confluence,Closed,Medium,Premium,4.0,33.0,33.0,0.0,False
4767,CUST06209,Trello,Closed,Low,Premium,3.0,33.5,35.0,0.04477611940298498,False
4768,CUST02561,Trello,Closed,High,Premium,3.0,27.0,28.0,0.03703703703703698,False
4769,CUST05491,Bitbucket,Open,Medium,Premium,,25.0,22.0,-0.12,False
4770,CUST00694,Loom,Closed,Low,Standard,4.0,14.5,15.5,0.06896551724137923,False
4771,CUST04762,Trello,Closed,High,Standard,1.0,18.0,14.0,-0.2222222222222222,True
4772,CUST01726,Jira,Open,High,Standard,,26.0,28.0,0.07692307692307687,False
4773,CUST02434,Jira,Pending Customer Response,Critical,Premium,,24.5,21.5,-0.12244897959183676,False
4774,CUST06138,Trello,Closed,Critical,Premium,1.0,15.0,16.0,0.06666666666666665,False
4775,CUST06848,Loom,Closed,Medium,Standard,5.0,6.5,10.5,0.6153846153846154,False
4776,CUST03054,Bitbucket,Pending Customer Response,Low,Premium,,13.5,18.0,0.33333333333333326,False
4777,CUST00201,Confluence,Open,High,Enterprise,,16.5,16.5,0.0,False
4778,CUST03347,Trello,Closed,High,Standard,5.0,19.0,17.5,-0.07894736842105265,False
4779,CUST07158,Loom,Closed,Critical,Enterprise,1.0,15.5,15.0,-0.032258064516129004,False
4780,CUST04309,Confluence,Open,Critical,Enterprise,,16.0,20.0,0.25,False
4781,CUST03611,Confluence,Open,High,Enterprise,,17.5,22.5,0.2857142857142858,False
4782,CUST01242,Jira,Pending Customer Response,High,Standard,,7.5,7.0,-0.06666666666666665,False
4783,CUST01554,Bitbucket,Open,Medium,Standard,,20.5,24.5,0.19512195121951215,False
4784,CUST03436,Trello,Closed,High,Free,3.0,9.5,8.5,-0.10526315789473684,False
4785,CUST07439,Trello,Pending Customer Response,Medium,Standard,,31.0,30.5,-0.016129032258064502,False
4786,CUST02012,Loom,Pending Customer Response,Low,Enterprise,,49.5,42.0,-0.1515151515151515,False
4787,CUST02304,Jira,Open,Low,Premium,,13.0,14.5,0.11538461538461542,False
4788,CUST00874,Confluence,Open,Medium,Free,,8.0,7.5,-0.0625,False
4789,CUST05679,Jira,Pending Customer Response,Medium,Free,,11.5,12.5,0.08695652173913038,False
4790,CUST01409,Trello,Open,Critical,Standard,,22.5,20.5,-0.0888888888888889,False
4791,CUST08136,Confluence,Open,Critical,Free,,12.5,10.5,-0.16000000000000003,False
4792,CUST03886,Jira,Pending Customer Response,Critical,Premium,,23.0,29.0,0.26086956521739135,False
4793,CUST04743,Bitbucket,Pending Customer Response,Medium,Free,,6.0,7.0,0.16666666666666674,False
4794,CUST05061,Jira,Open,Critical,Standard,,27.5,25.0,-0.09090909090909094,False
4795,CUST04439,Jira,Open,High,Free,,9.0,14.0,0.5555555555555556,False
4796,CUST08276,Loom,Open,High,Free,,6.5,8.5,0.3076923076923077,False
4797,CUST01730,Trello,Pending Customer Response,Critical,Free,,13.5,18.0,0.33333333333333326,False
4798,CUST02183,Jira,Pending Customer Response,High,Standard,,18.0,14.0,-0.2222222222222222,True
4799,CUST00286,Loom,Pending Customer Response,High,Standard,,19.0,18.0,-0.052631578947368474,False
4800,CUST04111,Jira,Open,High,Standard,,42.0,39.0,-0.0714285714285714,False
4801,CUST05151,Trello,Open,Critical,Standard,,17.5,14.5,-0.17142857142857137,False
4802,CUST07211,Confluence,Open,High,Premium,,18.5,20.0,0.08108108108108114,False
4803,CUST01462,Confluence,Closed,Low,Enterprise,4.0,10.0,12.5,0.25,False
4804,CUST03285,Loom,Open,Medium,Standard,,17.5,19.0,0.08571428571428563,False
4805,CUST01538,Loom,Closed,Medium,Standard,4.0,14.5,15.5,0.06896551724137923,False
4806,CUST06366,Loom,Pending Customer Response,Critical,Standard,,22.0,24.5,0.11363636363636354,False
4807,CUST03031,Jira,Open,Low,Standard,,6.0,12.0,1.0,False
4808,CUST05186,Loom,Open,Low,Premium,,16.0,12.0,-0.25,True
4809,CUST04145,Confluence,Open,Low,Free,,33.0,30.0,-0.09090909090909094,False
4810,CUST02469,Confluence,Open,Critical,Enterprise,,23.0,20.0,-0.13043478260869568,False
4811,CUST01267,Trello,Open,Low,Premium,,17.0,11.0,-0.3529411764705882,True
4812,CUST07223,Loom,Open,Low,Premium,,23.0,24.0,0.04347826086956519,False
4813,CUST04152,Bitbucket,Pending Customer Response,Critical,Premium,,21.5,20.5,-0.046511627906976716,False
4814,CUST06399,Loom,Pending Customer Response,Low,Enterprise,,17.5,21.0,0.19999999999999996,False
4815,CUST07091,Loom,Pending Customer Response,High,Premium,,6.0,13.0,1.1666666666666665,False
4816,CUST02254,Trello,Closed,High,Premium,1.0,19.0,17.5,-0.07894736842105265,False
4817,CUST00009,Confluence,Closed,High,Premium,2.0,20.0,17.0,-0.15000000000000002,False
4818,CUST07845,Loom,Closed,High,Enterprise,5.0,13.5,19.5,0.4444444444444444,False
4819,CUST02602,Bitbucket,Open,Low,Premium,,24.0,26.5,0.10416666666666674,False
4820,CUST04137,Loom,Open,Medium,Enterprise,,11.0,11.0,0.0,False
4821,CUST08298,Jira,Closed,Low,Enterprise,1.0,19.5,18.0,-0.07692307692307687,False
4822,CUST05788,Bitbucket,Open,High,Free,,14.0,13.0,-0.0714285714285714,False
4823,CUST07700,Trello,Pending Customer Response,Low,Standard,,17.0,18.5,0.08823529411764697,False
4824,CUST02214,Bitbucket,Open,Low,Enterprise,,34.5,34.0,-0.01449275362318836,False
4825,CUST04348,Jira,Pending Customer Response,Medium,Standard,,14.0,22.0,0.5714285714285714,False
4826,CUST01645,Bitbucket,Closed,Medium,Free,4.0,6.5,7.5,0.15384615384615374,False
4827,CUST02662,Bitbucket,Open,High,Standard,,17.5,20.5,0.17142857142857149,False
4828,CUST08076,Trello,Open,High,Standard,,6.5,9.5,0.46153846153846145,False
4829,CUST03003,Confluence,Pending Customer Response,Medium,Standard,,49.5,47.5,-0.04040404040404044,False
4830,CUST04287,Jira,Pending Customer Response,Low,Premium,,16.0,18.5,0.15625,False
4831,CUST01802,Loom,Pending Customer Response,High,Standard,,12.5,6.5,-0.48,True
4832,CUST06304,Confluence,Closed,Low,Premium,2.0,42.5,42.0,-0.0117647058823529,False
4833,CUST03888,Confluence,Closed,High,Standard,5.0,12.5,16.5,0.32000000000000006,False
4834,CUST06677,Confluence,Pending Customer Response,Medium,Standard,,13.0,17.0,0.3076923076923077,False
4835,CUST05401,Jira,Closed,Low,Free,3.0,7.0,6.5,-0.0714285714285714,False
4836,CUST00118,Confluence,Pending Customer Response,Medium,Enterprise,,27.5,26.5,-0.036363636363636376,False
4837,CUST07438,Trello,Open,Low,Free,,1.0,4.5,3.5,False
4838,CUST04319,Confluence,Pending Customer Response,Low,Standard,,12.0,11.0,-0.08333333333333337,False
4839,CUST06486,Confluence,Open,Critical,Premium,,14.5,10.0,-0.31034482758620685,True
4840,CUST05579,Confluence,Open,High,Premium,,15.0,9.5,-0.3666666666666667,True
4841,CUST07559,Confluence,Open,High,Premium,,6.5,8.0,0.23076923076923084,False
4842,CUST00795,Loom,Closed,Critical,Premium,3.0,21.5,20.0,-0.06976744186046513,False
4843,CUST07844,Jira,Closed,Low,Standard,4.0,36.5,40.5,0.1095890410958904,False
4844,CUST07647,Trello,Open,Critical,Free,,10.0,9.5,-0.050000000000000044,False
4845,CUST03277,Loom,Open,Critical,Free,,6.5,4.0,-0.3846153846153846,True
4846,CUST04926,Jira,Pending Customer Response,Critical,Free,,7.5,7.0,-0.06666666666666665,False
4847,CUST00847,Loom,Pending Customer Response,Critical,Premium,,17.5,15.5,-0.11428571428571432,False
4848,CUST06070,Bitbucket,Open,High,Enterprise,,27.0,27.0,0.0,False
4849,CUST05813,Confluence,Open,High,Standard,,24.0,19.5,-0.1875,False
4850,CUST01743,Loom,Closed,Low,Standard,1.0,7.5,6.0,-0.19999999999999996,False
4851,CUST07033,Trello,Pending Customer Response,Critical,Standard,,10.0,10.5,0.050000000000000044,False
4852,CUST02172,Trello,Pending Customer Response,Low,Standard,,20.5,14.0,-0.31707317073170727,True
4853,CUST06705,Confluence,Pending Customer Response,Medium,Standard,,19.0,20.0,0.05263157894736836,False
4854,CUST04797,Loom,Pending Customer Response,Medium,Premium,,8.5,5.5,-0.3529411764705882,True
4855,CUST00418,Loom,Open,Medium,Free,,7.5,7.0,-0.06666666666666665,False
4856,CUST05979,Trello,Pending Customer Response,Low,Standard,,16.0,16.5,0.03125,False
4857,CUST08244,Confluence,Open,Critical,Premium,,17.0,21.0,0.23529411764705888,False
4858,CUST04316,Loom,Closed,Critical,Premium,1.0,23.5,16.0,-0.3191489361702128,True
4859,CUST04194,Bitbucket,Open,Medium,Standard,,7.0,7.5,0.0714285714285714,False
4860,CUST02278,Confluence,Open,Medium,Standard,,7.0,12.0,0.7142857142857142,False
4861,CUST03427,Confluence,Pending Customer Response,Low,Enterprise,,31.0,30.0,-0.032258064516129004,False
4862,CUST06068,Bitbucket,Pending Customer Response,Low,Premium,,19.5,17.5,-0.10256410256410253,False
4863,CUST00930,Confluence,Open,Medium,Premium,,13.0,18.5,0.42307692307692313,False
4864,CUST01741,Confluence,Open,High,Premium,,42.5,43.0,0.0117647058823529,False
4865,CUST00881,Bitbucket,Pending Customer Response,Medium,Premium,,8.5,5.5,-0.3529411764705882,True
4866,CUST02451,Jira,Closed,High,Enterprise,5.0,22.5,22.0,-0.022222222222222254,False
4867,CUST03101,Jira,Pending Customer Response,Low,Premium,,24.5,25.0,0.020408163265306145,False
4868,CUST08316,Trello,Pending Customer Response,Critical,Premium,,15.5,15.5,0.0,False
4869,CUST04620,Loom,Open,Low,Premium,,13.5,12.0,-0.11111111111111116,False
4870,CUST07673,Jira,Closed,Medium,Free,2.0,8.0,9.0,0.125,False
4871,CUST02754,Jira,Closed,Critical,Standard,3.0,10.5,14.5,0.38095238095238093,False
4872,CUST07823,Confluence,Pending Customer Response,High,Enterprise,,32.0,30.5,-0.046875,False
4873,CUST05130,Bitbucket,Pending Customer Response,Critical,Premium,,21.0,23.0,0.09523809523809534,False
4874,CUST04104,Confluence,Closed,Medium,Free,4.0,19.0,21.0,0.10526315789473695,False
4875,CUST05222,Confluence,Closed,High,Free,1.0,12.5,11.5,-0.07999999999999996,False
4876,CUST05855,Trello,Open,Critical,Standard,,2.0,8.5,3.25,False
4877,CUST07532,Confluence,Open,Critical,Standard,,15.0,16.5,0.10000000000000009,False
4878,CUST08197,Trello,Closed,Medium,Enterprise,1.0,23.0,23.5,0.021739130434782705,False
4879,CUST05463,Bitbucket,Pending Customer Response,High,Standard,,14.5,15.5,0.06896551724137923,False
4880,CUST03651,Bitbucket,Open,High,Premium,,18.5,17.5,-0.05405405405405406,False
4881,CUST05504,Trello,Open,Medium,Free,,15.0,9.0,-0.4,True
4882,CUST05710,Trello,Pending Customer Response,Low,Enterprise,,11.5,4.5,-0.6086956521739131,True
4883,CUST00556,Trello,Closed,High,Standard,3.0,26.0,20.0,-0.23076923076923073,True
4884,CUST01997,Confluence,Closed,Medium,Enterprise,3.0,35.5,42.0,0.18309859154929575,False
4885,CUST07062,Loom,Closed,High,Enterprise,2.0,14.5,13.0,-0.10344827586206895,False
4886,CUST00890,Confluence,Pending Customer Response,Critical,Standard,,6.0,8.5,0.41666666666666674,False
4887,CUST05982,Confluence,Open,Low,Standard,,10.0,4.5,-0.55,True
4888,CUST01581,Trello,Pending Customer Response,Critical,Premium,,52.0,53.5,0.028846153846153744,False
4889,CUST06621,Trello,Pending Customer Response,Low,Standard,,11.5,10.5,-0.08695652173913049,False
4890,CUST06456,Bitbucket,Closed,Medium,Standard,1.0,36.5,37.5,0.027397260273972712,False
